app_id,order,ctx0,ctx1,ctx2,ctx3,next_op,count,prob
4,4,5,14,2,3,4,2,1.000000
4,4,5,14,2,23,4,1,1.000000
4,4,5,14,2,24,40,1,1.000000
4,4,5,14,2,32,23,1,1.000000
4,4,5,14,2,33,32,1,1.000000
4,4,5,14,31,2,3,57,0.347561
4,4,5,14,31,2,23,42,0.256098
4,4,5,14,31,2,24,29,0.176829
4,4,5,14,31,2,33,29,0.176829
4,4,5,14,31,2,32,7,0.042683
4,4,5,16,31,2,3,30,0.454545
4,4,5,16,31,2,23,12,0.181818
4,4,5,16,31,2,24,10,0.151515
4,4,5,16,31,2,33,9,0.136364
4,4,5,16,31,2,32,4,0.060606
4,4,5,16,31,2,25,1,0.015152
4,4,5,17,2,23,4,1,1.000000
4,4,5,17,2,32,23,1,1.000000
4,4,5,17,31,2,3,44,0.458333
4,4,5,17,31,2,23,20,0.208333
4,4,5,17,31,2,24,16,0.166667
4,4,5,17,31,2,33,11,0.114583
4,4,5,17,31,2,32,5,0.052083
4,4,5,18,2,3,4,3,1.000000
4,4,5,18,2,23,4,4,1.000000
4,4,5,18,2,32,32,1,1.000000
4,4,5,18,14,16,31,45,1.000000
4,4,5,18,19,20,31,41,1.000000
4,4,5,18,19,31,2,39,1.000000
4,4,5,18,20,31,2,49,1.000000
4,4,5,18,31,2,3,58,0.381579
4,4,5,18,31,2,23,35,0.230263
4,4,5,18,31,2,24,25,0.164474
4,4,5,18,31,2,33,25,0.164474
4,4,5,18,31,2,32,7,0.046053
4,4,5,18,31,2,25,2,0.013158
4,4,5,22,21,31,2,26,1.000000
4,4,5,22,25,26,31,24,1.000000
4,4,5,22,25,31,2,34,1.000000
4,4,5,22,31,2,3,71,0.415205
4,4,5,22,31,2,23,37,0.216374
4,4,5,22,31,2,24,30,0.175439
4,4,5,22,31,2,33,28,0.163743
4,4,5,22,31,2,32,4,0.023392
4,4,5,22,31,2,25,1,0.005848
4,4,5,22,31,23,4,11,1.000000
4,4,5,23,4,5,2,7,0.437500
4,4,5,23,4,5,14,4,0.250000
4,4,5,23,4,5,17,1,0.062500
4,4,5,23,4,5,18,1,0.062500
4,4,5,23,4,5,22,1,0.062500
4,4,5,23,4,5,31,1,0.062500
4,4,5,23,4,5,40,1,0.062500
4,4,5,24,40,4,5,12,1.000000
4,4,5,29,31,2,3,24,0.489796
4,4,5,29,31,2,24,8,0.163265
4,4,5,29,31,2,33,8,0.163265
4,4,5,29,31,2,23,7,0.142857
4,4,5,29,31,2,32,2,0.040816
4,4,5,30,5,2,3,13,0.342105
4,4,5,30,5,2,24,9,0.236842
4,4,5,30,5,2,23,7,0.184211
4,4,5,30,5,2,32,5,0.131579
4,4,5,30,5,2,33,4,0.105263
4,4,5,30,5,6,7,2,1.000000
4,4,5,30,5,9,5,50,1.000000
4,4,5,30,5,31,2,90,1.000000
4,4,5,30,5,41,2,3,1.000000
4,4,5,31,2,3,4,186,1.000000
4,4,5,31,2,23,4,104,1.000000
4,4,5,31,2,24,40,80,1.000000
4,4,5,31,2,25,22,8,1.000000
4,4,5,31,2,32,32,10,0.454545
4,4,5,31,2,32,33,9,0.409091
4,4,5,31,2,32,23,3,0.136364
4,4,5,31,2,33,34,22,0.372881
4,4,5,31,2,33,27,20,0.338983
4,4,5,31,2,33,39,10,0.169492
4,4,5,31,2,33,28,6,0.101695
4,4,5,31,2,33,32,1,0.016949
4,4,5,31,3,4,5,16,1.000000
4,4,5,32,5,2,3,6,0.333333
4,4,5,32,5,2,23,4,0.222222
4,4,5,32,5,2,24,4,0.222222
4,4,5,32,5,2,33,3,0.166667
4,4,5,32,5,2,32,1,0.055556
