process_name,event_count,mapped_app,mapping_type,mapping_reason,is_system,is_in_target_vocab,type
com.huawei.hmos.browser,56011,华为浏览器,alias,explicit process alias: com.huawei.hmos.browser,False,True,app
com.tencent.wechat.pc,54466,微信,alias,explicit process alias: com.tencent.wechat.pc,False,True,app
cn.wps.office.hap,41176,WPS,alias,explicit process alias: cn.wps.office.hap,False,True,app
com.huawei.hmos.filemanager,39412,,system,system/background service rule,True,False,system
com.huawei.hmos.settings,16990,,system,system/background service rule,True,False,system
com.huawei.hmsapp.appgallery,12270,,system,system/background service rule,True,False,system
com.tencent.wework.hmos,11336,,unresolved,no safe mapping rule matched,False,False,unresolved
yylx.danmaku.bili,9581,哔哩哔哩,alias,explicit process alias: yylx.danmaku.bili,False,True,app
com.huawei.shell_assistant,8906,,system,system/background service rule,True,False,system
com.huawei.hmos.vassistant,7999,,system,system/background service rule,True,False,system
com.haitai.htbrowser,6855,海泰浏览器,alias,explicit process alias: com.haitai.htbrowser,False,True,app
com.tencent.harmonyqq,5358,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmsapp.music,5064,华为音乐,alias,explicit process alias: com.huawei.hmsapp.music,False,True,app
com.huawei.hmos.notepad,4936,备忘录,alias,explicit process alias: com.huawei.hmos.notepad,False,True,app
com.xingin.xhs_hos,4608,小红书,alias,explicit process alias: com.xingin.xhs_hos,False,True,app
com.huawei.hmos.photos,4503,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.hm.qqmusic,3806,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.ss.ohpc.ugc.aweme,3702,抖音,alias,explicit process alias: com.ss.ohpc.ugc.aweme,False,True,app
com.hos.moonshot.kimichat,3480,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.devicecollaboration,2646,,system,system/background service rule,True,False,system
com.hm.youdao,2525,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sanway.ecoengine,2246,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.email,2216,华为邮箱,alias,explicit process alias: com.huawei.hmos.email,False,True,app
com.ss.feishu,2196,飞书,alias,explicit process alias: com.ss.feishu,False,True,app
com.huawei.hmos.videoplayer,2172,华为视频,alias,explicit process alias: com.huawei.hmos.videoplayer,False,True,app
com.salmon.sweetmusic,1924,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.wifiservice.portallogin,1915,,system,system/background service rule,True,False,system
com.dingtalk.hmos.pc,1837,钉钉,alias,explicit process alias: com.dingtalk.hmos.pc,False,True,app
com.huawei.hmos.hipreview,1794,,system,system/background service rule,True,False,system
com.luna.hm.music,1696,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.tencent.meeting.app,1560,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.myhuawei,1484,,system,system/background service rule,True,False,system
com.qihoo.hms.browser,1425,,unresolved,"category browser is ambiguous or unavailable in app_vocab.json: 华为浏览器,海泰浏览器",False,False,unresolved
com.huawei.hmsapp.himovie,1378,华为视频,alias,explicit process alias: com.huawei.hmsapp.himovie,False,True,app
com.huawei.hmsapp.totemweather,1211,,system,system/background service rule,True,False,system
com.huawei.hmsapp.hisearch,1080,,system,system/background service rule,True,False,system
com.aliyun.tongyi4ohos,1049,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.hinotepad,1041,备忘录,alias,explicit process alias: com.huawei.hmos.hinotepad,False,True,app
com.oseasy1.ohvm,1033,,unresolved,no safe mapping rule matched,False,False,unresolved
com.droi.tong,952,,unresolved,no safe mapping rule matched,False,False,unresolved
com.baidu.netdisk.hmpc,922,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.qidian,917,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.calculator,857,,unresolved,no safe mapping rule matched,False,False,unresolved
com.quark.ohosbrowser,854,,unresolved,"category browser is ambiguous or unavailable in app_vocab.json: 华为浏览器,海泰浏览器",False,False,unresolved
com.hmkuwo.cn,832,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.calendar,799,日历,package_match,package contains calendar,False,True,app
com.kugou.hmmusic,782,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.qiyi.video.hmy,714,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.netease.cloudmusic,712,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.lemon.lvpro,694,剪映,alias,explicit process alias: com.lemon.lvpro,False,True,app
com.huawei.hmos.hishell,687,,system,system/background service rule,True,False,system
com.xuexitong.study,648,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.qqlivepchm,641,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmsapp.thememanager,609,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.tips,599,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hms.huaweiid,597,,system,system/background service rule,True,False,system
com.cscec.portal.harmonyosnext,590,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmsapp.appgallery.devicetest,587,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.wechat.pc:browser,563,微信,alias,explicit process alias: com.tencent.wechat.pc,False,True,app
com.edrawsoft.mindmaster.pc,558,mindmaster,package_match,package contains mind map product,False,True,app
com.youku.next,542,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.taskmanager,541,,unresolved,no safe mapping rule matched,False,False,unresolved
com.oray.sunloginclient,512,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmsapp.books,507,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ohos.callui,494,,system,system/background service rule,True,False,system
com.dragon.read.next,484,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhihu.hmos,465,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.wps.office.hap:wpscloudsvr,464,WPS,alias,explicit process alias: cn.wps.office.hap,False,True,app
cherrystudio.cherryai.com,459,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.xljsci,458,,unresolved,no safe mapping rule matched,False,False,unresolved
com.baidu.translateharmony,452,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hexin.hmn.sjcg,450,,unresolved,no safe mapping rule matched,False,False,unresolved
com.haozip2345.app,448,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.biandangroup.biandan,428,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.ailife,422,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zwsoft.zwcad.PE,388,中望CAD,package_match,package contains ZWCAD,False,True,app
org.xbgroup.clashboxLTS,387,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ohos.mms,385,,system,system/background service rule,True,False,system
hos.cn.com.langeasy.bbdc,379,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mgtv.phone,376,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.spooler,372,,system,system/background service rule,True,False,system
com.chaoxing.cxstudy,371,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.camera,369,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mikannqaq.obsidian,361,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dewu.hos,351,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hottagames.yh.huawei,350,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qcc.hm,338,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.devecostudio,336,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.hmos.hwstartupguide,330,,system,system/background service rule,True,False,system
com.deepseek.chat,326,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.clock,313,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.finddevice,308,,unresolved,no safe mapping rule matched,False,False,unresolved
com.baidu.netdisk.hmos,298,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hdg4.ql.huawei,298,,unresolved,no safe mapping rule matched,False,False,unresolved
com.fenbi.gwy,295,,unresolved,no safe mapping rule matched,False,False,unresolved
com.salmon.doubao,289,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hellocham3.app,280,,unresolved,no safe mapping rule matched,False,False,unresolved
jp.pokemon.pokemontcgp,279,,unresolved,no safe mapping rule matched,False,False,unresolved
com.phoenix.read.next,274,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kot32.hongmeng.tomatodo,272,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sina.weibo.stage,264,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmsapp.gamecenter,262,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.developer.rgm.images_openeuler22.03,247,,unresolved,no safe mapping rule matched,False,False,unresolved
com.photosir.himirage,243,,unresolved,no safe mapping rule matched,False,False,unresolved
com.baicizhan.bcz.hm,241,,unresolved,no safe mapping rule matched,False,False,unresolved
com.edrawsoft.edrawmax.pc,231,亿图图示,package_match,package contains Edraw,False,True,app
com.ohos.contacts,230,,system,system/background service rule,True,False,system
com.plantsvszombies3.mengxinghm.huawei,222,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.hunyuan.app.chat,219,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhanhuo.mw.hm.huawei,217,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.canva.hmos.editor,202,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.imahm,201,,unresolved,no safe mapping rule matched,False,False,unresolved
com.feiyu.luobo4.hm.huawei,197,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yinxiang.hm,190,,unresolved,no safe mapping rule matched,False,False,unresolved
com.chuckfang.meow,185,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hikvision.isecurecenter,183,,unresolved,no safe mapping rule matched,False,False,unresolved
com.salmon.web.ncm,181,,unresolved,no safe mapping rule matched,False,False,unresolved
xyz.chatboxapp.chatbox,181,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.codearts,179,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zuler.ohospc.todesk,179,,unresolved,no safe mapping rule matched,False,False,unresolved
com.eastmoney.emapp,171,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shanbay.hmsentence,171,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cctv.yangshipin.app.harmonyp,165,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.soundrecorder,157,,unresolved,no safe mapping rule matched,False,False,unresolved
com.netease.ohmail,153,,unresolved,no safe mapping rule matched,False,False,unresolved
com.develop.opensource.ohpcd.openclaw.assistant,150,,unresolved,no safe mapping rule matched,False,False,unresolved
com.taobao.idlefish4ohos,150,,unresolved,no safe mapping rule matched,False,False,unresolved
org.xbgroup.clashbox,148,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bilibili.blhx.harmonyblhx,147,哔哩哔哩,package_match,package contains Bilibili/Danmaku,False,True,app
com.huawei.hmos.findservice,145,,system,system/background service rule,True,False,system
com.xunlei.thunder,145,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.maps.app,143,,unresolved,no safe mapping rule matched,False,False,unresolved
com.foxit.foxitpdfeditor,142,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ykb.hm,142,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kingsoft.iciba,140,WPS,package_match,package contains WPS/Kingsoft,False,True,app
com.onyx.galaxy.hmos.note,138,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
com.huawei.hmos.hiviewcare,134,,system,system/background service rule,True,False,system
com.coolapk.hmclient,130,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.ohdosbox,121,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bsy.hxqhm,120,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.rrsp,120,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.vmall,119,,unresolved,no safe mapping rule matched,False,False,unresolved
com.seewo.easinote5,119,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
com.xiaoe.client.huawei,117,,unresolved,no safe mapping rule matched,False,False,unresolved
com.strato.webprinter,115,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sankuai.hmeituan,114,,unresolved,no safe mapping rule matched,False,False,unresolved
com.haitai.quick_htbrowser,112,海泰浏览器,package_match,package contains Haitai Browser,False,True,app
com.huawei.hmos.vassistant:free,110,,system,system/background service rule,True,False,system
com.meitu.mtxxpro,108,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ohos.sceneboard,108,,system,system/background service rule,True,False,system
com.baidu.baiduapp,106,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmsapp.alliance,106,,unresolved,no safe mapping rule matched,False,False,unresolved
org.xbstudio.clashnext,105,,unresolved,no safe mapping rule matched,False,False,unresolved
com.seayoo.ggd.hmos.huawei,99,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.meetimeservice,93,,system,system/background service rule,True,False,system
com.fingertip.saolei.harm,92,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmsapp.litegamelauncher,90,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.audioaccessorymanager,89,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zj.lt,89,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.xuexi.qg4ohos,88,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jideos.jnotes.hm,88,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
com.xgplayer.ttmusic.hm,85,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.dream.nimble_widget_app,83,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.meetime,82,,unresolved,no safe mapping rule matched,False,False,unresolved
com.larus.nova,81,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.mtthm,81,,unresolved,no safe mapping rule matched,False,False,unresolved
com.atomicservice.5765880207854799389,80,,system,system/background service rule,True,False,system
com.jd.hm.mall,79,,unresolved,no safe mapping rule matched,False,False,unresolved
com.alkaidlab.sdream,78,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bilibili.ohos_electron,75,哔哩哔哩,alias,explicit process alias: com.bilibili.ohos_electron,False,True,app
com.vortex,75,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xunlei.xmp,75,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.docsohos,74,WPS,category_fallback,recognized office; app_vocab.json has one candidate: WPS,False,True,app
com.huawei.hmos.inputmethod,73,,system,system/background service rule,True,False,system
com.sangfor.atrust.mobile,73,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cnvcs.go.hm,72,,unresolved,no safe mapping rule matched,False,False,unresolved
com.eusoft.eudic.hm_desktop,70,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dingtalk.hmos.zju,67,钉钉,package_match,package contains DingTalk,False,True,app
com.example.celechomo_next,65,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.accessorymanager,63,,system,system/background service rule,True,False,system
com.huawei.hmsapp.apptest,63,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qingqinglearn.newconcept,62,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hms.pafservice,59,,system,system/background service rule,True,False,system
com.huawei.hmos.fontinstaller,56,,system,system/background service rule,True,False,system
com.ss.android.ugc.aweme.lite,56,抖音,alias,explicit process alias: com.ss.android.ugc.aweme.lite,False,True,app
com.tak916.AudioEasePro,56,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ahaspeed4.app,55,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhuzx.webdavhelper,55,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.mucang.hm.jiakao,54,,unresolved,no safe mapping rule matched,False,False,unresolved
com.atomicservice.6917585484756622684,53,,system,system/background service rule,True,False,system
nutstore.hm.client,53,,unresolved,no safe mapping rule matched,False,False,unresolved
com.RoamingStar.BlueArchive,52,,unresolved,no safe mapping rule matched,False,False,unresolved
com.magicalstory.toolbox.huawei,52,,unresolved,no safe mapping rule matched,False,False,unresolved
com.chinarailway.ticketingHM,51,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dunodoge.flowcourse,51,,unresolved,no safe mapping rule matched,False,False,unresolved
com.liuzh.deviceinfo.hmos,51,,unresolved,no safe mapping rule matched,False,False,unresolved
xsdg.pixcakeai.com,51,,unresolved,no safe mapping rule matched,False,False,unresolved
com.biji.getNotesOh,49,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
cn.wondershare.filmora.2in1,48,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hp.printercontrol.china,47,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhangxm.aipasswordmemo,47,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
,46,,system,system/background service rule,True,False,system
com.lilian.minyudao,46,,unresolved,no safe mapping rule matched,False,False,unresolved
com.fileunzip.zxwknight.hos,45,,unresolved,no safe mapping rule matched,False,False,unresolved
com.iqh.ark,45,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cnki.oh_estudy,44,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.dataclone,44,,system,system/background service rule,True,False,system
com.dingtalk.hmos.pc:entry,43,钉钉,alias,explicit process alias: com.dingtalk.hmos.pc,False,True,app
com.fenbi.zhaojiao,43,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mikannqaq.motrix,43,,unresolved,no safe mapping rule matched,False,False,unresolved
com.netease.yyslscn.huawei,42,,unresolved,no safe mapping rule matched,False,False,unresolved
app.xmind.vana,41,mindmaster,alias,explicit process alias: app.xmind.vana,False,True,app
com.px.product,41,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ss.hm.article.news,41,,unresolved,no safe mapping rule matched,False,False,unresolved
com.guandan.hap,40,,unresolved,no safe mapping rule matched,False,False,unresolved
com.megagame.crosscore.hmos,40,,unresolved,no safe mapping rule matched,False,False,unresolved
com.songjy.synologydsmhelper,40,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.ieway.evcapturenext,39,,unresolved,no safe mapping rule matched,False,False,unresolved
com.freenotes.freenotes,39,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
com.uc.mobile,39,,unresolved,no safe mapping rule matched,False,False,unresolved
com.acmetone.airplanmode,38,,unresolved,no safe mapping rule matched,False,False,unresolved
com.easy.hmos.abroad,38,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ohos.FusionSearch,38,,system,system/background service rule,True,False,system
com.aircode.app,37,,unresolved,no safe mapping rule matched,False,False,unresolved
com.airvnc.app,37,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mikannqaq.telegram,37,,unresolved,no safe mapping rule matched,False,False,unresolved
com.netease.edu.ucmooc,37,,unresolved,no safe mapping rule matched,False,False,unresolved
net.cnki.oh_cajviewer,36,,unresolved,no safe mapping rule matched,False,False,unresolved
zhiyanlingxi.huawei.com,36,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jucai.happygohap,35,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cctv.cboxpc,34,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yt.radioHarmony,34,,unresolved,no safe mapping rule matched,False,False,unresolved
org.b3log.siyuan.ho,34,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ftsafe.otp,33,,unresolved,no safe mapping rule matched,False,False,unresolved
com.juexiao.kaoyan,33,,unresolved,no safe mapping rule matched,False,False,unresolved
com.peopledailychina.hosactivity,33,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ximalaya.ting.xmharmony,33,,unresolved,no safe mapping rule matched,False,False,unresolved
com.baijiayun.shouyixiaozao,32,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qihoo.namiso.h,32,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.nrc,32,,unresolved,no safe mapping rule matched,False,False,unresolved
com.youdao.hm.translate,32,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yuewen.qqreaderhm,32,,unresolved,no safe mapping rule matched,False,False,unresolved
openvpn.huawei.com,32,,unresolved,no safe mapping rule matched,False,False,unresolved
com.atomicservice.6917574064535076369,31,,system,system/background service rule,True,False,system
com.xiaobai.hap_installer,31,,system,system/background service rule,True,False,system
com.zhangxm.aitodo,31,,unresolved,no safe mapping rule matched,False,False,unresolved
net.csdn.csdnplusoh,31,,unresolved,no safe mapping rule matched,False,False,unresolved
com.playrix.township.chukong.hm.HUAWEI,30,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.wenyu.bodian.hm,29,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jd.jrapp.hongmeng,29,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yuntu.cadreaderhmpc,29,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zxxk.zj,29,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.sweetvideo,28,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.huawei.hmos.clouddrive,28,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lws.celesmarkx,28,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qidian.reader,28,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sakura.app,28,,unresolved,no safe mapping rule matched,False,False,unresolved
com.salmon.mihoyo.launcher,28,,unresolved,no safe mapping rule matched,False,False,unresolved
com.antgroup.leopard.lumina,27,,unresolved,no safe mapping rule matched,False,False,unresolved
com.oxunlong.editor,27,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pmph.irenwei.hm,27,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pzds.panzhi,27,,unresolved,no safe mapping rule matched,False,False,unresolved
com.salmon.ncmdump,26,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shimo.desktop.main,26,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ctrip.harmonynext,25,,unresolved,no safe mapping rule matched,False,False,unresolved
com.growing.topwidgets.hm,25,,unresolved,no safe mapping rule matched,False,False,unresolved
com.salmon.hlju.helper,25,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.xinghezuoyong.screenartist,24,,unresolved,no safe mapping rule matched,False,False,unresolved
com.360.zip,24,,unresolved,no safe mapping rule matched,False,False,unresolved
com.able.wisdomtreehm,24,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lotoze.md,24,,unresolved,no safe mapping rule matched,False,False,unresolved
com.vintage.pomelo,24,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zlketang.hm,24,,unresolved,no safe mapping rule matched,False,False,unresolved
fun.wakeup.schedule,24,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cjkjapp.pencopybook.hw,23,,unresolved,no safe mapping rule matched,False,False,unresolved
com.codex.telegram,23,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dlzz.manxia,23,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kaoshibao.app,23,,unresolved,no safe mapping rule matched,False,False,unresolved
cc.canstudio.cando,22,,unresolved,no safe mapping rule matched,False,False,unresolved
com.haidii.oxford_necdict_17001,22,,unresolved,no safe mapping rule matched,False,False,unresolved
com.actgames.bbee.huawei,21,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.databackup,21,,system,system/background service rule,True,False,system
com.miHoYo.hkrpg,21,,unresolved,no safe mapping rule matched,False,False,unresolved
harmory.lanjinger.choiassociatedpress,21,,unresolved,no safe mapping rule matched,False,False,unresolved
com.coze.space,20,,unresolved,no safe mapping rule matched,False,False,unresolved
com.eusoft.ting.en.hm_desktop,20,,unresolved,no safe mapping rule matched,False,False,unresolved
com.gstarcad.hmos.mobile,20,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.meeting,20,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.hm.news,20,,unresolved,no safe mapping rule matched,False,False,unresolved
com.umetrip.pro.hm.app,20,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xes.xuejia.harmonyHD,20,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cmcc.cmvideohm,19,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.dongqiudi.hmn.news,19,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wisdomgarden.tronclass,19,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dfjz.moba.hmos,18,,unresolved,no safe mapping rule matched,False,False,unresolved
com.minitech.miniworld.hm,18,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mubu.ohapp,18,,unresolved,no safe mapping rule matched,False,False,unresolved
com.salmon.fdtest,18,,unresolved,no safe mapping rule matched,False,False,unresolved
com.special.cat.meta,18,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yuanchushan.app,18,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.cctvnews.hm,17,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ezviz.mt,17,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.hmos.ecaengine,17,,system,system/background service rule,True,False,system
com.huawei.hmos.exfusiondisplay,17,,system,system/background service rule,True,False,system
com.pkulaw.fabao,17,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sanye.xiongyingjiasuqi.hm,17,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shuge888.frogtodo.hos,17,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhuoyi.browser,17,,unresolved,"category browser is ambiguous or unavailable in app_vocab.json: 华为浏览器,海泰浏览器",False,False,unresolved
com.RZ.Clipboard,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.app.yangjibao,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cainiao.cainiao4hmos,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.changba.ktv,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.eachfofo.localsend,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.idoharmony.learingtimer,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jjwxc.jjharmony.reader,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mikannqaq.bilimusic,16,哔哩哔哩,package_match,package contains Bilibili/Danmaku,False,True,app
com.tmall.tmall4hmos,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xiaoji.egggame,16,,unresolved,no safe mapping rule matched,False,False,unresolved
com.airpocket.app,15,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bytedance.dreamina,15,,unresolved,no safe mapping rule matched,False,False,unresolved
com.foxit.foxitpdfeditor:Activation,15,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jingback.hm.daojishi,15,,unresolved,no safe mapping rule matched,False,False,unresolved
com.michael.imageplus,15,,unresolved,no safe mapping rule matched,False,False,unresolved
com.netease.mail,15,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wisedu.campus,15,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yhd.hm.mall,15,,unresolved,no safe mapping rule matched,False,False,unresolved
pc2c.richinfo.richmail,15,,unresolved,no safe mapping rule matched,False,False,unresolved
app.podcast.cosmos.hongmeng,14,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.lymps,14,,unresolved,no safe mapping rule matched,False,False,unresolved
com.google.android.apps.labs.language.tailwind,14,,unresolved,no safe mapping rule matched,False,False,unresolved
